beer_beerid,beer_style,beer_style_id,beer_name
48152,Bock,31,Sour Cherry Bock
69577,Fruit / Vegetable Beer,60,Cherry Wheat
8247,Belgian Pale Ale,24,Celis Pale Bock
1524,Light Lager,76,Natural Light
62043,Scottish Gruit / Ancient Herbed Ale,96,Farewell Ale
57235,Belgian Pale Ale,24,Blondie
64995,Lambic - Fruit,74,HaandBic
36445,Old Ale,84,Nissemor
61389,Fruit / Vegetable Beer,60,Krekling
76615,Fruit / Vegetable Beer,60,Kreklingol
69187,Belgian Strong Pale Ale,26,Good Force
37297,Hefeweizen,65,Bavarian Weizen
59075,Winter Warmer,102,Lompas Vinterøl
62092,American IPA,12,Fyr & Flamme
36444,Saison / Farmhouse Ale,92,Ardenne Blond
37301,Belgian Dark Ale,22,Påskegodt
75834,Extra Special / Strong Bitter (ESB),55,Samson
53927,English Strong Ale,51,Maximus
66143,Old Ale,84,Fred's Old Ale
52915,American Pale Wheat Ale,16,Powers 70th Anniversary Brew
1505,American IPA,12,Michigan Brewing High Seas India Pale Ale
39843,Rye Beer,90,Rye Bock
14500,Extra Special / Strong Bitter (ESB),55,Michigan Brewing Big League Brew
68967,Witbier,103,Viscious Hibiscus
4474,American Stout,18,Michigan Brewing Superior Stout
19037,American Pale Lager,15,Michigan Brewing Paper Maker Pilsner
3759,American Adjunct Lager,1,Michigan Brewing Hamtramck Beer
9426,English Brown Ale,44,Michigan Brewing Belgian Brown
30157,American Adjunct Lager,1,Michigan Brewing Sport Beer
51677,Rye Beer,90,Rye IPA
38553,American Amber / Red Ale,2,Frog Island Amber Ale
45785,American Porter,17,Michigan Brewing Little Chernobyl
4473,American Porter,17,Michigan Brewing Peninsula Porter
33967,Dortmunder / Export Lager,38,Michigan Brewing Dortmunder
28876,Dubbel,39,Michigan Brewing 'Dubbel'
30193,Dortmunder / Export Lager,38,Michigan Brewing Big Mac Beer
11918,American Blonde Ale,6,Michigan Brewing Sebewaing
20705,American Malt Liquor,13,Evil Eye
12988,Pumpkin Ale,85,Michigan Brewing Screamin' Pumpkin Spiced Ale
9425,Pumpkin Ale,85,Michigan Brewing Pumpin Pumpkin Ale
35703,Russian Imperial Stout,89,Michigan Brewing Barrel Aged Russian Imperial Stout
3832,Hefeweizen,65,Michigan Brewing Wheatland
34392,American Stout,18,Michigan Brewing Black Ale
32568,Maibock / Helles Bock,78,Michigan Brewing Heller Bock
26896,American Amber / Red Ale,2,Michigan Brewing Lumber Lager Red
17906,Cream Ale,35,Michigan Brewing Frog Island Cream Ale
53194,American Blonde Ale,6,Sergeants American Ale
46918,American Adjunct Lager,1,Wolverine Beer
34061,American Double / Imperial IPA,9,Michigan Brewing HopHead Switch
35972,American Double / Imperial IPA,9,Michigan Brewing Bourbon Barrel Imperial IPA
5397,Maibock / Helles Bock,78,Michigan Brewing Mai Bock
5396,Tripel,98,Michigan Brewing Tripel
61225,American Pale Lager,15,Badass American Lager
38947,American Double / Imperial IPA,9,Michigan Brewing Imperial IPA
26998,Fruit / Vegetable Beer,60,Michigan Brewing Cherry Dubbel
32227,Russian Imperial Stout,89,Michigan Brewing Russian Imperial Stout
34840,American IPA,12,Shakespeare's Pub Ironic Ale
8561,Light Lager,76,Milwaukee Special Reserve Light
8606,Russian Imperial Stout,89,Michigan Brewing No Disput'n Putin Russian Imperia
2060,English Brown Ale,44,Michigan Brewing Majestic Nut Brown Ale
3640,Vienna Lager,99,Michigan Brewing Sunset Amber
27899,Scottish Ale,95,Michigan Brewing Poor Richard
5388,American Pale Ale (APA),14,Michigan Brewing Spelt Pale Ale
9076,Munich Dunkel Lager,80,Michigan Brewing Bavarian Dark
66139,American IPA,12,Michigan Brewing Little Prince
50766,Czech Pilsener,36,Ajax Pilsner
44510,American Brown Ale,7,Brown Bear Alle
44509,American Pale Wheat Ale,16,Smuggler Wheat Ale
44511,American IPA,12,Independence Pass Ale I.P.A.
42089,American Wild Ale,20,Mueller Barrel Reserve - 10th Anniversary Edition
45847,American Amber / Red Ale,2,Conundrum Red Ale
45848,American Porter,17,Pyramid Peak Porter
44513,American Stout,18,10th Mountain Stout
65346,Bock,31,Fröschl Festbock
65345,Munich Helles Lager,81,Fröschl Hell
54700,American Stout,18,Cherry Stout
22984,Kölsch,73,Kolsch
46625,American IPA,12,IPA
54360,German Pilsener,61,Helles Pilsner
42597,American IPA,12,Goldie Hops
47059,Witbier,103,11th Anniversary (2009) Blackberry Wit
14790,American Porter,17,Porter
22018,Oatmeal Stout,83,Mud Stout
44004,American Pale Ale (APA),14,Hoppy Copper
73267,American Black Ale,5,Black IPA
49505,English Stout,50,Parliment Stout
54701,Keller Bier / Zwickel Bier,70,Keller Pilsner
56796,Irish Dry Stout,67,Dry Stout
59195,American Amber / Red Ale,2,Nitro Red
14791,American Pale Wheat Ale,16,Unfiltered Wheat
22017,Doppelbock,37,Dopplebock
22434,Witbier,103,Firestone Double White
77201,American Wild Ale,20,13 Funk
31951,Rye Beer,90,Rye PA
41948,American Double / Imperial IPA,9,Hop Monster
67698,English Stout,50,Mueller Mudhouse Stout
50768,American Amber / Red Lager,3,El Cobre
34701,American Stout,18,Big Mouth
61605,American IPA,12,Blonde IPA
22522,American Stout,18,7 Year Itch Cherry Vanilla Stout
31668,Hefeweizen,65,Mueller Hefe Weizen
45224,American Brown Ale,7,Bullcreek Brown
28252,Fruit / Vegetable Beer,60,8th Anniversary Ale (2005) - Raspberry Wit
40582,American Strong Ale,19,Hop Lobster
55101,Munich Helles Lager,81,Munich Lager
20583,English Barleywine,42,2002 Anniversary Ale
40581,Märzen / Oktoberfest,82,Marzen
24968,English Stout,50,Penhors Stout
21108,Witbier,103,Penn Gwenn
49310,Winter Warmer,102,Bière De Noel
48286,American Wild Ale,20,Wildland Sour Ale #1
71924,American Pale Wheat Ale,16,Wildfire Wheat
71929,American Pale Wheat Ale,16,Passionfruit Wildfire Wheat
45506,American Amber / Red Ale,2,Hot Shots Harvest Ale
63143,Scottish Ale,95,Shockwave Scottish Ale
71928,Scottish Ale,95,Oak-Aged Shockwave Scottish Ale
16127,American Double / Imperial Stout,11,Sour Cherry Imperial Stout
76061,American Barleywine,4,Batch 1000 Barley Wine
71927,Belgian Pale Ale,24,Brush Fire Belgian-style Pale Ale
16798,American Amber / Red Ale,2,Red Alert Ale
41400,Russian Imperial Stout,89,Oak Aged Backdraft Stout
16126,American Double / Imperial Stout,11,Backdraft Stout
22432,Altbier,0,Four Alarm Copper Ale
45586,American IPA,12,Hindenburg Light Cologne Style Ale
71925,American IPA,12,Flashpoint American IPA
16125,Scottish Ale,95,Kiltlifter
63142,Saison / Farmhouse Ale,92,"Summertime ""Drei"" Saison"
56201,American Double / Imperial Stout,11,Co-Conspirator V-Day
69576,American Double / Imperial IPA,9,Hooligan Double IPA
63139,Belgian Pale Ale,24,Belgian Blonde Bomber
22433,American Pale Ale (APA),14,Igniter Pale Ale
63140,American Amber / Red Ale,2,Oak-Aged Red Alert
66343,American Double / Imperial Stout,11,Cherry Oak Imperial Stout
49603,American Black Ale,5,Bitter Sable Imperial Black IPA
38687,Scottish Ale,95,Plaid Ferret Scottish Ale
39870,English Dark Mild Ale,45,River Mink Mild Brown Ale
66033,American Porter,17,Snow Ermine Holiday
70768,English Pale Ale,47,Weasel Paw Pawpaw Pale Ale
44869,American Stout,18,Brown Stoat Stout
75720,American Stout,18,Dark Weasel Mint Chocolate Stout
50037,American Blonde Ale,6,Ornery Otter Blonde Ale
63948,Russian Imperial Stout,89,Weasel Boy Bourbon Barrel Anastasia Russian Imperial Stout
64040,Märzen / Oktoberfest,82,Weasel Boy Das Frettchen Oktoberfest
73926,English India Pale Ale (IPA),46,Weasel Boy Weasel Meets Dog English IPA
50042,American Pale Wheat Ale,16,White Weasel Wheat
67970,Flanders Oud Bruin,57,Zuur Bruin Fret
59803,American Pale Ale (APA),14,Wiley Wolverine Rye Pale Ale
60441,American Pale Wheat Ale,16,Mango Weasel Wheat
41566,Russian Imperial Stout,89,Weasel Boy Anastasia Russian Imperial Stout
55155,English Barleywine,42,Super Genius Barleywine
42298,American Porter,17,Blackfooted Porter
41924,American IPA,12,Weasel Boy Dancing Ferret India Pale Ale
63992,American Stout,18,Barrel Aged Brown Stoat Cherry Stout
14878,Winter Warmer,102,Auld Nick
69044,American IPA,12,Vancouver Craft Beer Week 2011 Cascadian Dark Ale
10519,American Pale Ale (APA),14,Red Devil Pale Ale
10514,American IPA,12,Hop Goblin IPA
25477,American Pale Lager,15,Patio Lager
69094,Extra Special / Strong Bitter (ESB),55,East Side Bitter
26691,English Brown Ale,44,Raven Cream Ale
19526,American Pale Wheat Ale,16,Sun God Wheat Ale
39421,Oatmeal Stout,83,Darkstar Oatmeal Stout
64016,American Porter,17,Spirit Chaser Sumatra Coffee Porter
39491,Dubbel,39,10th Anniversary Ale
56230,American Pale Lager,15,Lost Lake Naturally Brewed Pilsner
37898,American Adjunct Lager,1,Minnesota's Brew Northern Lager
61564,American Malt Liquor,13,Jack Hammer High Gravity Lager
37402,American Malt Liquor,13,Evil Eye Ice
47924,American Adjunct Lager,1,Beer 30
68549,American Adjunct Lager,1,M-X Ice
30314,English Dark Mild Ale,45,S.L. Gregory's Dark Mild Ale
58467,American Double / Imperial IPA,9,Double Daisy Cutter
19751,Old Ale,84,City Steam Dexter Gordon Old School Strong Ale
23241,American Adjunct Lager,1,Brew City Ice
26397,American Malt Liquor,13,Nighthawk Premium Malt Liquor
17602,American Adjunct Lager,1,Brew City Lager
15886,American Malt Liquor,13,M-X
30987,American Malt Liquor,13,Jaguar Ice
30312,American Pale Ale (APA),14,S.L. Gregory's Export Pale Ale
55731,American Malt Liquor,13,Four O Ice Malt Liquor
27217,Fruit / Vegetable Beer,60,Evil Eye Red
36683,American Malt Liquor,13,Jaguar High Gravity Lager
9497,American Adjunct Lager,1,Milwaukee Special Reserve
27684,Euro Dark Lager,52,Dark 266
17787,American Adjunct Lager,1,The Cat Ice
9184,American Adjunct Lager,1,Milwaukee Special Reserve Ice
32918,Light Lager,76,Beer 30 Light
30555,American Malt Liquor,13,Wild Cat Malt Liquor
17071,American Adjunct Lager,1,The Cat
72048,American Malt Liquor,13,Wild Cat Ice
27216,Fruit / Vegetable Beer,60,Evil Eye Sour Green Apple
49117,American Adjunct Lager,1,Beer 30 Ice
20189,American Adjunct Lager,1,Sechs Light Beer
62678,American Adjunct Lager,1,Lost Lake Ice
33373,American Amber / Red Ale,2,HOPBURN Ale
9508,American Pale Lager,15,Lager
48166,American Pale Ale (APA),14,Thirsty Hopburn III
12002,American Amber / Red Ale,2,Auburn Ale
74746,American Wild Ale,20,"There Is No Dana, Only Zuur Sour"
75943,Doppelbock,37,Deviator Doppelbock
21201,Euro Dark Lager,52,Dark Lager
54381,Fruit / Vegetable Beer,60,Second Anniversary Cask
73700,Altbier,0,ALTari 2600
45421,Herbed / Spiced Beer,66,Clove And Dagger
71612,American Strong Ale,19,American Whiskey Barrel
54380,Euro Dark Lager,52,Kick Start Dark
53833,English Dark Mild Ale,45,Jack And Coke Ale Barrel-Aged Dark Ale
45593,American Amber / Red Ale,2,High Hop Silver
76945,American Pale Lager,15,Big Surf Brewery Laid Back Lager
69277,American Pale Wheat Ale,16,Brandy Barrel Ambrosia
76019,American Brown Ale,7,Caffeinated Over Ale
62218,American Stout,18,Guajillo Baumé
56720,Irish Dry Stout,67,Lil' Davey Totes
62249,American Pale Wheat Ale,16,Humble Bumble
55322,Rye Beer,90,The Empty Sea
56268,American Amber / Red Ale,2,Ginger Twin
57648,Maibock / Helles Bock,78,The Invasion
10017,Witbier,103,City Steam White Rabbit
48583,American Stout,18,Baumé
76569,American Black Ale,5,Alpenglo
54770,American Blonde Ale,6,Gossamer Golden Ale
60826,American IPA,12,Freedom Of '78
2505,English Bitter,43,City Steam Naughty Nurse Pale Ale
59538,Saison / Farmhouse Ale,92,Saison Haute
69851,Fruit / Vegetable Beer,60,Small Animal Big Machine
59760,American IPA,12,Shewolf
67248,American Pale Wheat Ale,16,Ambrosia
69462,Kölsch,73,Brandy Barrel The Crusch
2639,Light Lager,76,Michelob Golden Draft Light
77084,American IPA,12,The Daly Double
71069,Saison / Farmhouse Ale,92,Captain Fantasy
54669,American Double / Imperial Stout,11,Big Hugs
55889,Extra Special / Strong Bitter (ESB),55,ESB 1821
51464,Herbed / Spiced Beer,66,Bud Light Golden Wheat
43118,American Amber / Red Ale,2,Budweiser American Ale
63489,American Strong Ale,19,Thunder And Son Brown Ale
57600,German Pilsener,61,Zucker Esel Pils
72269,American Double / Imperial IPA,9,Galactic Double Daisy Cutter
53241,Schwarzbier,93,Magnus
60938,American Black Ale,5,Sticky Fat American Dark Ale
62640,American Pale Ale (APA),14,Wake Of The Flood
63322,American Wild Ale,20,Pear Goss
60937,Saison / Farmhouse Ale,92,Long Thai Rainbow Rye
75660,English Bitter,43,Avena Sativa
52507,American Brown Ale,7,L'Allumante
63702,American Porter,17,S.S. Simon Short
69927,American Wild Ale,20,Barrel Aged Rainbow Rye
73885,American Pale Ale (APA),14,Tasty Waves
63505,Pumpkin Ale,85,La Scie Trouillarde
75170,American Amber / Red Ale,2,The Chairman
60936,Saison / Farmhouse Ale,92,Bairn Farmhouse Belgian-Style Ale
44080,American Amber / Red Lager,3,Half Acre Lager
74629,Märzen / Oktoberfest,82,Lager Town
66576,American Barleywine,4,Marty Stouffer's Wild America
63368,American Double / Imperial Stout,11,Barrel Aged Big Hugs
76978,American Brown Ale,7,2011 Is So Over Ale
69278,English India Pale Ale (IPA),46,Meat Wave
75344,American Wild Ale,20,Barrel Aged Small Animal Big Machine
71390,Fruit / Vegetable Beer,60,Horizon
50777,Hefeweizen,65,L'Écume De La Chaudière
75345,American Wild Ale,20,Barrel Aged Wake Of The Flood
73821,American Pale Ale (APA),14,Mr. Ouroboros
21523,Bière de Garde,29,City Steam Careless Love
70561,Saison / Farmhouse Ale,92,Dripping Saison
66407,American Pale Ale (APA),14,Callow Knife
52616,Milk / Sweet Stout,79,La Nuit Des Temps
63367,American Stout,18,Barrel Aged Baumé
67874,Kölsch,73,The Crusch
3379,English Brown Ale,44,City Steam Ale
65485,Milk / Sweet Stout,79,Chocolate Camaro
32543,Hefeweizen,65,Michelob Bavarian Style Wheat
75484,American Porter,17,Chub Step
11989,American IPA,12,City Steam Progress
3381,American IPA,12,City Steam Vampire Ale
10015,American IPA,12,City Steam Fallen Angels
8138,American Pale Lager,15,City Steam Moonglow
30839,German Pilsener,61,City Steam Twin Peaks
5567,Russian Imperial Stout,89,City Steam Czars And Girls
15451,Light Lager,76,City Steam Colt 46 Light Lager
19534,American IPA,12,City Steam Amarillo By Morning
27913,English Barleywine,42,City Steam America's Beautiful Babylon
58378,American Stout,18,City Steam Summer Stout
20625,English India Pale Ale (IPA),46,City Steam St. Brigette & St. Theresa
1789,American Pale Ale (APA),14,City Steam Blonde On Blonde
33415,American Dark Wheat Ale,8,City Steam Bagdad Black
38556,Scottish Ale,95,City Steam Green Eyes & Red Hair
11990,Irish Dry Stout,67,City Steam Deirdre Does Dublin
23150,Milk / Sweet Stout,79,City Steam Milk Of Amnesia
19899,Märzen / Oktoberfest,82,City Steam Wind That Shakes The Barley
16720,Bock,31,City Steam Shot Block Bock
21002,Herbed / Spiced Beer,66,City Steam Norwegian Wood
14260,American Barleywine,4,City Steam Belle Dock #4
11543,Witbier,103,City Steam Rye Me A River
9858,American IPA,12,City Steam Innocence Ale (IPA)
27205,American IPA,12,City Steam Hop Venom
61266,Belgian IPA,23,City Steam Busted In Brussels
9859,Altbier,0,City Steam Lily Marlene Altbier
13472,Dortmunder / Export Lager,38,City Steam Blonde Export Lager
8140,Vienna Lager,99,City Steam Vienna Waltz
14259,Oatmeal Stout,83,City Steam Black Silk
25072,English Porter,49,City Steam Poor Richard's Porter
13471,American IPA,12,City Steam My Funny Ballantine
1473,Doppelbock,37,City Steam Dominator
16964,Vienna Lager,99,City Steam Wolf Den
28820,English India Pale Ale (IPA),46,City Steam OId Wethersfield IPA
47829,Doppelbock,37,City Steam Winter Wheat
24417,American IPA,12,City Steam Zoot Sims IPA
62948,Tripel,98,City Steam Drinking Nun
61264,American Pale Wheat Ale,16,City Steam American Wheat
47017,American IPA,12,City Steam Carpenter's Ale
45507,American IPA,12,City Steam Dizzy Gillespie IPA
27911,American IPA,12,City Steam Amarillo IPA
10016,Bock,31,City Steam Big Bertha Bock
11580,Light Lager,76,City Steam Benny & The Blondes
2487,Milk / Sweet Stout,79,City Steam Brown Sugar
49034,American IPA,12,City Steam Acapulco Gold
41704,American IPA,12,City Steam Mirth & Beauty
41703,Bock,31,City Steam Bonnie Bock
7168,Bière de Garde,29,City Steam Joan Of Arc
11544,Scotch Ale / Wee Heavy,94,City Steam The Flower Of Edinburgh
17137,American Double / Imperial IPA,9,City Steam Innocence Ale (Double IPA)
10349,Baltic Porter,21,City Steam Pugnacious Porter
40931,Milk / Sweet Stout,79,City Steam Joltin' Joe
2919,Hefeweizen,65,City Steam Luscious Wheat
30840,American Amber / Red Lager,3,City Steam Chet Baker IPL
22541,American IPA,12,City Steam Ecstacy IPA
40086,Dunkelweizen,40,City Steam Dark Ale
13470,Märzen / Oktoberfest,82,City Steam Beautiful Dreamer Oktoberfest
23529,American IPA,12,City Steam Brewer's Gold
65885,American Double / Imperial IPA,9,City Steam Hoda
46870,Munich Dunkel Lager,80,City Steam Dark Lager
66610,English Porter,49,City Steam P.V. Porter
60254,Witbier,103,Løkken Witbier
52344,Dunkelweizen,40,Løkken Forårsfornemmelser
60255,Bock,31,Løkken Stygge Krumpen
76692,Munich Helles Lager,81,Muller Brau
43304,Extra Special / Strong Bitter (ESB),55,ESB
56931,American Amber / Red Ale,2,Working Mans Red
73590,Fruit / Vegetable Beer,60,Ruby
5319,English Brown Ale,44,Tut Brown Ale
3121,Extra Special / Strong Bitter (ESB),55,Oasis ESB
5320,American Pale Ale (APA),14,Pale Ale
6536,Oatmeal Stout,83,Oasis Zoser Oatmeal Stout
7091,American Amber / Red Ale,2,Scarab Red
34608,Keller Bier / Zwickel Bier,70,Elzacher Kräusen-Pils
34609,Munich Dunkel Lager,80,Elzacher Jubiläums Bier 150 Jahre
34605,Hefeweizen,65,Der Weiße Löwen Weisse
34606,German Pilsener,61,Elzacher Pils
63525,American Double / Imperial IPA,9,Le Diable Au Corps
50779,Belgian Strong Pale Ale,26,Carpe Diem
66007,American Double / Imperial Stout,11,Obscur Désir
66005,Herbed / Spiced Beer,66,Messe De Minuit
73612,American IPA,12,Obwandiyag
70294,American Barleywine,4,Mea Magna Culpa Vieillie En Fût De Chêne
50778,American Pale Ale (APA),14,Et La Lumière Fut
72878,Scotch Ale / Wee Heavy,94,Corne Et La Muse Vieillie En Fût De Chêne
53741,Fruit / Vegetable Beer,60,La Framboyante
52617,Tripel,98,Trois-Portages
70789,Scotch Ale / Wee Heavy,94,La Corne Et La Muse
63527,American Barleywine,4,Mea Magna Culpa
67014,Weizenbock,100,DumDuminator
75625,Fruit / Vegetable Beer,60,La Scie Trouillarde Double
51273,American IPA,12,Au Pied Du Courant
63506,Dunkelweizen,40,Kaput Mauer
14984,American Porter,17,Coalition Porter
14989,Oatmeal Stout,83,Staüss & Braun Oatmeal Stout
14990,Berliner Weissbier,27,Wild Bill's Yellowhouse Wheat
14986,Winter Warmer,102,Winterfest
14985,English Brown Ale,44,American Brown Ale
70725,Tripel,98,Broeder Everardus Tripel
57681,American Pale Ale (APA),14,Mesa Pale Ale
7408,Foreign / Export Stout,59,Monster Mash Stout
5977,American Amber / Red Ale,2,Callahan Red
42205,Belgian Pale Ale,24,Trophy Wife
62005,American Amber / Red Ale,2,Hop Goddess
42391,American Pale Ale (APA),14,Peep Show
5978,American Porter,17,Cocoa Porter
31566,American Barleywine,4,Old Thornton
41617,Extra Special / Strong Bitter (ESB),55,Rose's ESB
65763,American IPA,12,Mr. Nice Guy IPA
59976,Irish Red Ale,68,Callahan's Nitro Ale
46478,Fruit / Vegetable Beer,60,Blueberry Wheat
57682,American Brown Ale,7,Nameless Nut Brown
7313,American Pale Lager,15,Michelob (Original Lager)
67419,American Black Ale,5,Black Prinz IPA
5979,Hefeweizen,65,El-Hefe Weizen
57683,American Blonde Ale,6,Shamrock Gold
75498,American IPA,12,Tasty Lady
52111,American Pale Ale (APA),14,Gold Trail Pale Ale
51924,American Porter,17,Axe Pic N Stout
42510,Baltic Porter,21,Hank's Porter
13246,Keller Bier / Zwickel Bier,70,Gunzenhausen Adler Urtrüb
6722,Maibock / Helles Bock,78,Gunzenhausen Adler Bock
34559,American Stout,18,Black Demon Stout
11073,English Brown Ale,44,Honey Bear Brown
49810,Hefeweizen,65,Hefe Weizen
11075,American IPA,12,Bear Brew IPA
32347,American Porter,17,Tuff End Porter
14669,Fruit / Vegetable Beer,60,Quad Berry
40917,Winter Warmer,102,Hibernator
32505,Happoshu,64,Wasabi Dry
39005,Fruit / Vegetable Beer,60,Michelob Celebrate Cherry Lager
6829,American Amber / Red Lager,3,Red Label
670,American Adjunct Lager,1,Busch Beer
43929,Dunkelweizen,40,Michelob DunkelWeisse
33770,American Pale Lager,15,Michelob Celebrate Chocolate Lager
31995,Maibock / Helles Bock,78,Burnin' Helles
36811,Light Lager,76,Michelob Ultra Tuscan Orange Grapefruit
73223,American Malt Liquor,13,Natty Daddy
25007,American Malt Liquor,13,Hurricane High Gravity Lager
1380,Black & Tan,30,Michelob Black & Tan
3165,American Amber / Red Ale,2,Safari Amber
36456,Dunkelweizen,40,Ascent 54
28900,Witbier,103,Spring Heat Spiced Wheat
2825,American Adjunct Lager,1,Bud Dry
52776,American IPA,12,Michelob Rye P.A.
27354,Winter Warmer,102,Winter's Bourbon Cask Ale
44802,Irish Red Ale,68,Michelob Irish Red
36425,Czech Pilsener,36,Tarpon Spoon
327,English Pale Ale,47,Michelob Pale Ale
40075,American Amber / Red Ale,2,Red Fox Amber Ale
36812,Light Lager,76,Michelob Ultra Lime Cactus
57440,Light Lager,76,Michelob Ultra Dragon Fruit Peach
57410,American Pale Wheat Ale,16,Michelob Ginger Wheat
30065,American Brown Ale,7,Stone Face Ale
6897,American Pale Lager,15,Michelob All Malt
66,American Malt Liquor,13,King Cobra Premium Malt Liquor
14423,American Adjunct Lager,1,Brewhouse Lager
36790,American Adjunct Lager,1,Majestic Flight Lager
3734,Light Lager,76,Michelob Ultra
31731,American Porter,17,Michelob Porter
18768,American Amber / Red Ale,2,Elk Mountain Amber Ale
5727,Low Alcohol Beer,77,O'Doul's
36327,Light Lager,76,Michelob Ultra Pomegranate Raspberry
26234,Pumpkin Ale,85,Jack's Pumpkin Spice Ale
2682,American Adjunct Lager,1,Michelob Golden Draft
23856,Fruit / Vegetable Beer,60,9th Street Market Pomegranate Raspberry
36162,Low Alcohol Beer,77,Budweiser NA
27679,Fruit / Vegetable Beer,60,9th Street Market Tuscan Orange  & Grapefruit
850,American Amber / Red Lager,3,Killarney's Red Lager
20638,Herbed / Spiced Beer,66,Bud Extra
30063,American Double / Imperial Pilsner,10,Leaf Peeper Pils
2417,American Amber / Red Lager,3,Michelob Honey Lager
52480,Light Lager,76,Budweiser Select 55
11368,American Stout,18,Shockoe Espresso Stout
53327,Irish Dry Stout,67,Belfast Black
1047,American IPA,12,India Pale Ale
13733,Low Alcohol Beer,77,Busch NA
73666,Herbed / Spiced Beer,66,Special Christmas Brew
27004,American Pale Lager,15,Michelob Celebrate Vanilla Oak
46813,Märzen / Oktoberfest,82,UC Davis Centennial Celebration Oktoberfest
25785,American Adjunct Lager,1,Blue Horizon (Blueberry Lager)
63022,Winter Warmer,102,Our Special Ale 2010 (Anchor Christmas Ale)
7202,American Amber / Red Lager,3,Red Wolf
19851,American Amber / Red Ale,2,Tomahawk Amber Ale
665,American Pale Ale (APA),14,Anchor Liberty Ale
30549,American Amber / Red Ale,2,Lone Palm Ale
2186,American Malt Liquor,13,Hurricane
30064,American IPA,12,Demon's Hop Yard IPA
2193,American Pale Wheat Ale,16,Michelob Hefeweizen
39004,Doppelbock,37,Brewmasters Private Reserve 2007
26049,Fruit / Vegetable Beer,60,Wild Blue (Blueberry Lager)
76899,American Adjunct Lager,1,Bud Light Platinum
58768,American Adjunct Lager,1,Budweiser 4
75807,American Amber / Red Ale,2,Thirsty Frog Red
8842,Irish Dry Stout,67,Bare Knuckle Stout
2895,American Amber / Red Lager,3,Aruba Red
31228,American Amber / Red Lager,3,Phillies Red Lager
63739,American Pale Lager,15,Budweister 66
23854,Fruit / Vegetable Beer,60,9th Street Market Blood Orange Grapefruit
17052,Light Lager,76,Ziegen Light
5728,Low Alcohol Beer,77,O'Doul's Amber
36025,Pumpkin Ale,85,Michelob Pumpkin Spice Ale
37424,Fruit / Vegetable Beer,60,Bud Light Chelada
21577,American Adjunct Lager,1,Foxhound Lager
2209,Märzen / Oktoberfest,82,Michelob Marzen
47290,American Pale Wheat Ale,16,Michelob Hop Hound Amber Wheat
39011,American Amber / Red Lager,3,Organic Wild Hop Lager
9382,Euro Dark Lager,52,Michelob Dark
26900,American Pale Lager,15,Brew Masters Private Reserve
72412,Pumpkin Ale,85,Shock Top Pumpkin Wheat
15301,American Pale Ale (APA),14,Pacific Ridge Pale Ale
14624,American Malt Liquor,13,Hurricane Ice
28001,Light Lager,76,Michelob Ultra Amber
67238,American Pale Wheat Ale,16,Shock Top Raspberry Wheat
3092,Light Lager,76,Bud Ice Light
20843,Euro Pale Lager,53,Natural Blonde Lager
1445,English Barleywine,42,Anchor Old Foghorn
45537,Winter Warmer,102,Our Special Ale 2008 (Anchor Christmas Ale)
49085,American Pale Wheat Ale,16,Michelob Honey Wheat Ale
34684,American Stout,18,Mule Kick Oatmeal Stout
37134,American Amber / Red Lager,3,Skipjack Amber
25845,American Adjunct Lager,1,Natty Up
23556,Fruit / Vegetable Beer,60,9th Street Market Lime & Cactus
34369,Euro Pale Lager,53,Kingsbrucke
10096,Euro Pale Lager,53,Anheuser World Lager
2544,American Amber / Red Lager,3,ZiegenBock Amber
3474,American Adjunct Lager,1,Busch Ice
21649,English India Pale Ale (IPA),46,India Pale Ale
61123,English India Pale Ale (IPA),46,Moa 5 Hop Ale
61430,English Strong Ale,51,Moa 5 Hop Ale Barrel Reserve
20003,English Pale Ale,47,All That Jazz
60322,Tripel,98,Moa St Josephs Tripel Barrel Reserve
44599,Tripel,98,Moa St Josephs Tripel
36002,German Pilsener,61,Moa Original
39717,Fruit / Vegetable Beer,60,Moa Harvest
50417,Märzen / Oktoberfest,82,Moa Marzen
36001,Euro Dark Lager,52,Moa Noir
40486,American Pale Ale (APA),14,Moa 5 Hop - Winter Ale
36087,Witbier,103,Moa Blanc
48851,Euro Pale Lager,53,Moa Weka Native Lager
69837,American Pale Ale (APA),14,Moa Pale Ale
57008,American Double / Imperial Stout,11,Imperial Stout Barrel Reserve
24133,Saison / Farmhouse Ale,92,Belgian-Style Saison Ale
28958,American Stout,18,E. S. Kelly's Springtime Stout
27150,American Barleywine,4,Big Gnarly Barleywine
13022,Märzen / Oktoberfest,82,Oktoberfest
43587,English Brown Ale,44,Nut Brown Ale
45752,American Double / Imperial Pilsner,10,Double Pils
19385,German Pilsener,61,Pre-Prohibition Pils
14615,Kölsch,73,Kölsch Ale
38814,Altbier,0,Altbier
16883,Tripel,98,Belgian-style Special Ale
32901,Herbed / Spiced Beer,66,Vanilla Bean Stout
21070,Witbier,103,White Christmas Ale
18932,American IPA,12,Hogwash IPA
30737,Witbier,103,Belgian-Style White Ale
13206,Fruit / Vegetable Beer,60,Raspberry Wheat Ale
4829,American IPA,12,Hop Hog Ale
13454,American Barleywine,4,Barleywine Ale
3936,American Blonde Ale,6,Griffin Golden Ale
3938,American Porter,17,Big Nasty Porter
32899,Saison / Farmhouse Ale,92,Phoenix Farmhouse Ale
